pmid,nct_id,reference_type,citation_count
23380890,NCT01237197,one-to-one,39
23380890,NCT01237197,one-to-one,39
23392654,NCT00799396,one-to-one,34
23396280,NCT00526474,one-to-one,27
23396280,NCT00526474,one-to-one,27
23396280,NCT00526474,one-to-one,27
23412077,NCT00000620,one-to-one,18
23412077,NCT00000620,one-to-one,18
23416014,NCT00089895,one-to-one,4
23416014,NCT00089895,one-to-one,4
23433590,NCT00495326,one-to-one,20
23435697,NCT00458393,one-to-one,64
23459001,NCT00292552,one-to-one,21
23461895,NCT00656890,one-to-one,43
23463811,NCT01162759,one-to-one,42
23468553,NCT00164736,one-to-one,7
23471467,NCT00292552,one-to-one,28
23480216,NCT01251822,one-to-one,19
23484827,NCT01009606,one-to-one,43
23487599,NCT00585637,one-to-one,75
23500307,NCT00720525,one-to-one,29
23501976,NCT00526474,one-to-one,40
23501976,NCT00526474,one-to-one,40
23501976,NCT00526474,one-to-one,40
23506651,NCT00935077,one-to-one,6
23516440,NCT01088295,one-to-one,13
23519546,NCT00734630,one-to-one,3
23529173,NCT00000542,one-to-one,13
23529173,NCT00000542,one-to-one,13
23529173,NCT00000542,one-to-one,13
23535761,NCT01670669,one-to-one,11
23537976,NCT00089895,one-to-one,2
23537976,NCT00089895,one-to-one,2
23548052,NCT01617421,one-to-one,7
23549132,NCT00119717,one-to-one,7
23549132,NCT00119717,one-to-one,7
23549489,NCT00722319,one-to-one,4
23549489,NCT00722319,one-to-one,4
23572474,NCT00391872,one-to-one,0
23572474,NCT00391872,one-to-one,0
23585526,NCT00171821,one-to-one,15
23588439,NCT01116856,one-to-one,2
23588439,NCT01116856,one-to-one,2
23602230,NCT00705445,one-to-one,109
23602230,NCT00705445,one-to-one,109
23617744,NCT01090362,one-to-one,4
23617744,NCT01090362,one-to-one,4
23623915,NCT00530894,one-to-one,35
23639243,NCT00495651,one-to-one,1
23644225,NCT01659671,one-to-one,17
23650556,NCT00390962,one-to-one,7
23650556,NCT00390962,one-to-one,7
23656848,NCT00414167,one-to-one,15
23656848,NCT00414167,one-to-one,15
23661689,NCT00395135,one-to-one,18
23661689,NCT00603291,one-to-one,18
23661689,NCT00603291,one-to-one,18
23661689,NCT00395135,one-to-one,18
23661722,NCT00530894,one-to-one,53
23663813,NCT00047437,one-to-one,7
23669822,NCT00887978,one-to-one,73
23674398,NCT00159835,one-to-one,9
23674398,NCT00327691,one-to-one,9
23674398,NCT00327691,one-to-one,9
23675422,NCT00870493,one-to-one,5
23684680,NCT00530894,one-to-one,12
23685298,NCT01196819,one-to-one,15
23692173,NCT00560859,one-to-one,202
23692173,NCT00560859,one-to-one,202
23700341,NCT00164736,one-to-one,5
23704912,NCT01090362,one-to-one,99
23704912,NCT01090362,one-to-one,99
23706025,NCT01668407,one-to-one,9
23706025,NCT01668407,one-to-one,9
23713578,NCT00716079,one-to-one,271
23713578,NCT00716079,one-to-one,271
23713578,NCT00716079,one-to-one,271
23720247,NCT00133692,one-to-one,1
23721984,NCT00964847,one-to-one,3
23723343,NCT01332175,one-to-one,11
23723343,NCT01332175,one-to-one,11
23725996,NCT00530894,one-to-one,18
23726159,NCT00059306,one-to-one,163
23726159,NCT00059306,one-to-one,163
23730928,NCT00406614,one-to-one,6
23730989,NCT00935077,one-to-one,9
23736109,NCT00059306,one-to-one,10
23736109,NCT00059306,one-to-one,10
23748210,NCT01709682,one-to-one,7
23748210,NCT01709682,one-to-one,7
23755215,NCT00001137,one-to-one,2
23782510,NCT01558765,one-to-one,5
23792193,NCT00967876,one-to-one,33
23800556,NCT00391872,one-to-one,0
23800556,NCT00391872,one-to-one,0
23809536,NCT00292552,one-to-one,15
23816026,NCT00389220,one-to-one,3
23828106,NCT00119717,one-to-one,4
23828106,NCT00119717,one-to-one,4
23847271,NCT01326949,one-to-one,1
23861381,NCT00170326,one-to-one,2
23866179,NCT00391872,one-to-one,5
23866179,NCT00391872,one-to-one,5
23880099,NCT00809393,one-to-one,6
23883377,NCT00855465,one-to-one,241
23890998,NCT00638794,one-to-one,117
23891440,NCT01404195,one-to-one,3
23891440,NCT01404195,one-to-one,3
23895814,NCT00153101,one-to-one,15
23896681,NCT00027352,one-to-one,33
23899210,NCT00292552,one-to-one,27
23900047,NCT00391872,one-to-one,19
23900047,NCT00391872,one-to-one,19
23900696,NCT00251251,one-to-one,77
23902482,NCT01282996,one-to-one,254
23902779,NCT00717730,one-to-one,16
23905663,NCT01116856,one-to-one,3
23905663,NCT01116856,one-to-one,3
23911539,NCT00292552,one-to-one,7
23915796,NCT00167700,one-to-one,19
23915796,NCT00167700,one-to-one,19
23920422,NCT00620659,one-to-one,3
23920422,NCT00620659,one-to-one,3
23925936,NCT00803257,one-to-one,9
23925936,NCT00803257,one-to-one,9
23929781,NCT00047437,one-to-one,5
23936377,NCT01130948,one-to-one,6
23936756,NCT00047437,one-to-one,13
23939297,NCT00153101,one-to-one,38
23941576,NCT01812993,one-to-one,2
23941576,NCT01812993,one-to-one,2
23942767,NCT00843102,one-to-one,3
23945372,NCT01075152,one-to-one,36
23945372,NCT01075152,one-to-one,36
23947473,NCT00292552,one-to-one,61
23953385,NCT00699998,one-to-one,15
23953385,NCT00699998,one-to-one,15
23957382,NCT01169454,one-to-one,8
23957382,NCT01169454,one-to-one,8
23957382,NCT01169454,one-to-one,8
23962455,NCT00929864,one-to-one,87
23963546,NCT01167153,one-to-one,7
23968698,NCT00389220,one-to-one,49
23987561,NCT01850875,one-to-one,4
23987561,NCT01850875,one-to-one,4
23987834,NCT00133718,one-to-one,15
23989301,NCT01061931,one-to-one,17
23989301,NCT01061931,one-to-one,17
23991658,NCT00986154,one-to-one,357
23995437,NCT00251251,one-to-one,25
24011548,NCT00491036,one-to-one,154
24011548,NCT00491036,one-to-one,154
24016147,NCT01794416,one-to-one,19
24016147,NCT01794416,one-to-one,19
24016495,NCT00089895,one-to-one,1
24016495,NCT00089895,one-to-one,1
24016496,NCT00391872,one-to-one,4
24016496,NCT00391872,one-to-one,4
24016511,NCT00098137,one-to-one,4
24016511,NCT00098137,one-to-one,4
24021498,NCT01117181,one-to-one,45
24022747,NCT00660647,one-to-one,5
24022862,NCT00731302,one-to-one,1
24024499,NCT00027352,one-to-one,9
24026211,NCT01106677,one-to-one,142
24040920,NCT01187056,one-to-one,4
24040920,NCT01187056,one-to-one,4
24050312,NCT00968669,one-to-one,30
24073978,NCT00478205,one-to-one,2
24073995,NCT01081834,one-to-one,44
24075453,NCT00900146,one-to-one,36
24076337,NCT00235495,one-to-one,40
24076337,NCT00235495,one-to-one,40
24076337,NCT00235495,one-to-one,40
24093853,NCT00089895,one-to-one,3
24093853,NCT00089895,one-to-one,3
24097372,NCT01058980,one-to-one,17
24097372,NCT01058980,one-to-one,17
24103327,NCT00047437,one-to-one,36
24105334,NCT02686320,one-to-one,5
24106924,NCT00488137,one-to-one,22
24107737,NCT00758524,one-to-one,7
24122883,NCT00798369,one-to-one,8
24131826,NCT00167700,one-to-one,49
24131826,NCT00167700,one-to-one,49
24135389,NCT00121966,one-to-one,3
24138880,NCT02850276,one-to-one,227
24140659,NCT00530894,one-to-one,11
24149007,NCT00716079,one-to-one,2
24149007,NCT00716079,one-to-one,2
24149007,NCT00716079,one-to-one,2
24152861,NCT00530894,one-to-one,24
24159564,NCT00000560,one-to-one,15
24161334,NCT00530894,one-to-one,13
24170388,NCT00391872,one-to-one,19
24170388,NCT00391872,one-to-one,19
24170759,NCT00000620,one-to-one,39
24170759,NCT00000620,one-to-one,39
24176441,NCT00145119,one-to-one,7
24176441,NCT00145119,one-to-one,7
24177006,NCT00059306,one-to-one,2
24177006,NCT00059306,one-to-one,2
24179294,NCT01030003,one-to-one,30
24184245,NCT00887588,one-to-one,138
24186563,NCT01305785,one-to-one,33
24186563,NCT01305785,one-to-one,33
24191305,NCT00153101,one-to-one,13
24207098,NCT01492725,one-to-one,30
24207098,NCT01492725,one-to-one,30
24210779,NCT00483808,one-to-one,167
24212451,NCT00562263,one-to-one,3
24216069,NCT01863576,one-to-one,1
24221391,NCT00530894,one-to-one,26
24225451,NCT00705445,one-to-one,5
24225451,NCT00705445,one-to-one,5
24240777,NCT01840072,one-to-one,70
24240777,NCT01840072,one-to-one,70
24240777,NCT01840072,one-to-one,70
24260334,NCT00715052,one-to-one,46
24267310,NCT00469027,one-to-one,3
24275895,NCT00464464,one-to-one,4
24279747,NCT01813851,one-to-one,4
24279747,NCT01813851,one-to-one,4
24281330,NCT00638794,one-to-one,38
24283598,NCT00000542,one-to-one,0
24283598,NCT00000542,one-to-one,0
24283598,NCT00000542,one-to-one,0
24291272,NCT00530894,one-to-one,19
24291283,NCT00530894,one-to-one,29
24293768,NCT00738179,one-to-one,46
24293768,NCT00738179,one-to-one,46
24293768,NCT00738179,one-to-one,46
24293773,NCT01130948,one-to-one,15
24296848,NCT00000620,one-to-one,8
24296848,NCT00000620,one-to-one,8
24299607,NCT01774877,one-to-one,2
24315720,NCT00130039,one-to-one,0
24315720,NCT00130039,one-to-one,0
24315720,NCT00130039,one-to-one,0
24326304,NCT00004855,one-to-one,10
24326304,NCT00001137,one-to-one,10
24326304,NCT00000903,one-to-one,10
24332218,NCT01007721,one-to-one,15
24351885,NCT00098137,one-to-one,8
24351885,NCT00098137,one-to-one,8
24356474,NCT00848354,one-to-one,20
24356937,NCT00153101,one-to-one,36
24366103,NCT00833690,one-to-one,75
24366918,NCT00694109,one-to-one,24
24366918,NCT00694109,one-to-one,24
24368436,NCT00945698,one-to-one,12
24368437,NCT00585637,one-to-one,27
24373555,NCT00753532,one-to-one,14
24373555,NCT00753532,one-to-one,14
24380989,NCT01659619,one-to-one,1
24381222,NCT00164736,one-to-one,3
24382410,NCT01411371,one-to-one,97
24382410,NCT01411371,one-to-one,97
24392948,NCT01106014,one-to-one,9
24396625,NCT00381303,one-to-one,0
24401143,NCT01087918,one-to-one,25
24423370,NCT01984034,one-to-one,2
24423370,NCT01984034,one-to-one,2
24428877,NCT00685984,one-to-one,4
24428877,NCT00685984,one-to-one,4
24429093,NCT00292552,one-to-one,81
24443277,NCT00349349,one-to-one,9
24443277,NCT00093314,one-to-one,9
24443277,NCT00092274,one-to-one,9
24443504,NCT01587404,one-to-one,11
24443504,NCT01587404,one-to-one,11
24493100,NCT00000620,one-to-one,46
24493100,NCT00000620,one-to-one,46
24497655,NCT00560859,one-to-one,36
24497655,NCT00560859,one-to-one,36
24500152,NCT00164736,one-to-one,6
24503952,NCT01034917,one-to-one,5
24517339,NCT01081834,one-to-one,42
24517339,NCT01106677,one-to-one,42
24517339,NCT01106625,one-to-one,42
24517339,NCT01106690,one-to-one,42
24523037,NCT00059306,one-to-one,24
24523037,NCT00059306,one-to-one,24
24530176,NCT00716079,one-to-one,38
24530176,NCT00716079,one-to-one,38
24530176,NCT00716079,one-to-one,38
24531331,NCT00389220,one-to-one,2
24552242,NCT00292552,one-to-one,61
24561148,NCT00391872,one-to-one,10
24561148,NCT00391872,one-to-one,10
24561149,NCT00530894,one-to-one,34
24562802,NCT00089895,one-to-one,14
24562802,NCT00089895,one-to-one,14
24576271,NCT00600197,one-to-one,7
24576271,NCT00600197,one-to-one,7
24584926,NCT00559585,one-to-one,12
24585202,NCT01081834,one-to-one,31
24585202,NCT01106625,one-to-one,31
24588905,NCT01330238,one-to-one,13
24588905,NCT01330238,one-to-one,13
24595629,NCT00000620,one-to-one,67
24595629,NCT00000620,one-to-one,67
24596458,NCT01141166,one-to-one,2
24598154,NCT00473031,one-to-one,2
24607027,NCT00089895,one-to-one,1
24607027,NCT00089895,one-to-one,1
24610807,NCT00251251,one-to-one,1
24612097,NCT01785628,one-to-one,9
24613084,NCT00458393,one-to-one,60
24619321,NCT00237692,one-to-one,17
24621858,NCT00321061,one-to-one,8
24638072,NCT00001137,one-to-one,10
24642016,NCT01019733,one-to-one,9
24642016,NCT01019733,one-to-one,9
24642016,NCT01019733,one-to-one,9
24647802,NCT00390962,one-to-one,3
24647802,NCT00390962,one-to-one,3
24652887,NCT00406614,one-to-one,1
24661819,NCT00059306,one-to-one,1
24661819,NCT00059306,one-to-one,1
24663014,NCT00495326,one-to-one,5
24666617,NCT01159639,one-to-one,10
24671049,NCT00406614,one-to-one,15
24682844,NCT00391872,one-to-one,9
24682844,NCT00391872,one-to-one,9
24693926,NCT02024061,one-to-one,2
24693926,NCT02024061,one-to-one,2
24697851,NCT00269412,one-to-one,30
24699052,NCT00753532,one-to-one,18
24699052,NCT00753532,one-to-one,18
24703208,NCT00860366,one-to-one,53
24703208,NCT00860366,one-to-one,53
24703208,NCT00860366,one-to-one,53
24711047,NCT00076492,one-to-one,17
24713455,NCT00145119,one-to-one,6
24713455,NCT00145119,one-to-one,6
24732867,NCT00596596,one-to-one,21
24740633,NCT00458393,one-to-one,36
24742013,NCT01081834,one-to-one,26
24742013,NCT01106677,one-to-one,26
24742013,NCT01106625,one-to-one,26
24742013,NCT01106690,one-to-one,26
24742341,NCT01505010,one-to-one,7
24748465,NCT01727648,one-to-one,11
24748465,NCT01727648,one-to-one,11
24750460,NCT00121472,one-to-one,3
24750460,NCT00121485,one-to-one,3
24763770,NCT00464464,one-to-one,1
24779706,NCT00000542,one-to-one,6
24779706,NCT00000542,one-to-one,6
24779706,NCT00000542,one-to-one,6
24786834,NCT01081834,one-to-one,29
24786834,NCT01106677,one-to-one,29
24786834,NCT01106625,one-to-one,29
24786834,NCT01106690,one-to-one,29
24795473,NCT00001137,one-to-one,197
24811331,NCT00714740,one-to-one,11
24811331,NCT00714740,one-to-one,11
24815199,NCT00401362,one-to-one,8
24820191,NCT00530894,one-to-one,7
24830710,NCT00391872,one-to-one,18
24830710,NCT00391872,one-to-one,18
24842697,NCT00000542,one-to-one,8
24842697,NCT00000542,one-to-one,8
24842697,NCT00000542,one-to-one,8
24852952,NCT01009606,one-to-one,14
24860459,NCT01668407,one-to-one,5
24860459,NCT01668407,one-to-one,5
24862645,NCT00059306,one-to-one,10
24862645,NCT00059306,one-to-one,10
24870935,NCT00027352,one-to-one,71
24870935,NCT00004978,one-to-one,71
24874071,NCT00292552,one-to-one,26
24882900,NCT00365976,one-to-one,7
24882900,NCT00365976,one-to-one,7
24886064,NCT01949948,one-to-one,11
24886064,NCT01949948,one-to-one,11
24886064,NCT01949948,one-to-one,11
24890527,NCT01174550,one-to-one,35
24890527,NCT01174550,one-to-one,35
24890823,NCT00810732,one-to-one,18
24903195,NCT00491036,one-to-one,9
24903195,NCT00491036,one-to-one,9
24906637,NCT00770601,one-to-one,16
24907147,NCT00848354,one-to-one,2
24912797,NCT00942188,one-to-one,8
24917940,NCT00488137,one-to-one,14
24918371,NCT00371293,one-to-one,102
24918371,NCT00371293,one-to-one,102
24918789,NCT01081834,one-to-one,34
24918789,NCT01106677,one-to-one,34
24918789,NCT01106625,one-to-one,34
24918789,NCT01106690,one-to-one,34
24931393,NCT00000560,one-to-one,7
24949622,NCT01809990,one-to-one,25
24952862,NCT00391872,one-to-one,4
24952862,NCT00391872,one-to-one,4
24952863,NCT00699998,one-to-one,5
24952863,NCT00699998,one-to-one,5
24957314,NCT00130039,one-to-one,0
24957314,NCT00874601,one-to-one,0
24957314,NCT00130039,one-to-one,0
24957314,NCT00874601,one-to-one,0
24957314,NCT00130039,one-to-one,0
24957314,NCT00874601,one-to-one,0
24957530,NCT00391872,one-to-one,5
24957530,NCT00391872,one-to-one,5
24958751,NCT00530894,one-to-one,55
24963568,NCT01075152,one-to-one,161
24963568,NCT01075152,one-to-one,161
24965834,NCT01795742,one-to-one,2
24968955,NCT00221117,one-to-one,2
24974387,NCT00585637,one-to-one,8
24985779,NCT00495651,one-to-one,5
25002161,NCT00000542,one-to-one,5
25002161,NCT00000542,one-to-one,5
25002161,NCT00000542,one-to-one,5
25002717,NCT00047437,one-to-one,13
25011720,NCT00530894,one-to-one,15
25012156,NCT00699998,one-to-one,4
25012156,NCT00699998,one-to-one,4
25032995,NCT00292552,one-to-one,9
25034716,NCT00059306,one-to-one,25
25034716,NCT00059306,one-to-one,25
25060819,NCT01729247,one-to-one,6
25064164,NCT00724594,one-to-one,13
25070302,NCT00560859,one-to-one,16
25070302,NCT00560859,one-to-one,16
25072816,NCT00390962,one-to-one,7
25072816,NCT00390962,one-to-one,7
25073894,NCT00001137,one-to-one,99
25073921,NCT00042081,one-to-one,16
25083017,NCT01820156,one-to-one,12
25088437,NCT00000620,one-to-one,41
25088437,NCT00000620,one-to-one,41
25095738,NCT01159639,one-to-one,3
25107437,NCT01968122,one-to-one,5
25124284,NCT02072876,one-to-one,3
25124284,NCT02072876,one-to-one,3
25127725,NCT00000620,one-to-one,33
25127725,NCT00000620,one-to-one,33
25134640,NCT00292552,one-to-one,9
25138249,NCT00887588,one-to-one,43
25141110,NCT02054247,one-to-one,3
25141110,NCT02054247,one-to-one,3
25158772,NCT00059306,one-to-one,4
25158772,NCT00059306,one-to-one,4
25159234,NCT00000620,one-to-one,23
25159234,NCT00000620,one-to-one,23
25172198,NCT00000620,one-to-one,62
25172198,NCT00000620,one-to-one,62
25186534,NCT01588795,one-to-one,12
25186534,NCT01570777,one-to-one,12
25186534,NCT01588795,one-to-one,12
25190442,NCT00059306,one-to-one,10
25190442,NCT00059306,one-to-one,10
25193529,NCT00000620,one-to-one,11
25193529,NCT00000620,one-to-one,11
25199060,NCT01691508,one-to-one,230
25205802,NCT00530894,one-to-one,31
25211369,NCT01812200,one-to-one,4
25211369,NCT01812200,one-to-one,4
25221387,NCT00669695,one-to-one,5
25221387,NCT00669695,one-to-one,5
25222305,NCT00307151,one-to-one,10
25227476,NCT01280123,one-to-one,12
25227704,NCT00391872,one-to-one,4
25227704,NCT00391872,one-to-one,4
25229335,NCT00000620,one-to-one,41
25229335,NCT00000620,one-to-one,41
25229735,NCT00201968,one-to-one,24
25230290,NCT00458393,one-to-one,32
25239590,NCT01330381,one-to-one,14
25240532,NCT00900146,one-to-one,6
25240705,NCT01644188,one-to-one,15
25241909,NCT00292552,one-to-one,20
25249397,NCT00660647,one-to-one,19
25252696,NCT01247545,one-to-one,59
25252721,NCT00394706,one-to-one,63
25256179,NCT01709045,one-to-one,3
25257633,NCT00530894,one-to-one,35
25261549,NCT00042081,one-to-one,32
25264782,NCT00709605,one-to-one,4
25265132,NCT00513656,one-to-one,8
25265132,NCT00513656,one-to-one,8
25270901,NCT00530894,one-to-one,9
25277997,NCT00887588,one-to-one,29
25281400,NCT01259219,one-to-one,15
25285539,NCT00811954,one-to-one,76
25323230,NCT00292552,one-to-one,88
25329038,NCT01081834,one-to-one,24
25329038,NCT01106677,one-to-one,24
25329038,NCT01106625,one-to-one,24
25329038,NCT01106690,one-to-one,24
25330161,NCT00495651,one-to-one,3
25331850,NCT00153101,one-to-one,10
25332483,NCT00524446,one-to-one,7
25332483,NCT00524446,one-to-one,7
25336467,NCT00530894,one-to-one,15
25341556,NCT00292552,one-to-one,20
25344427,NCT01312233,one-to-one,3
25344427,NCT01312233,one-to-one,3
25345751,NCT01581515,one-to-one,4
25348273,NCT01305785,one-to-one,1
25348273,NCT01305785,one-to-one,1
25350981,NCT00633880,one-to-one,31
25350981,NCT00633880,one-to-one,31
25356881,NCT00292552,one-to-one,81
25359291,NCT00660647,one-to-one,8
25359432,NCT00660647,one-to-one,2
25363997,NCT00722319,one-to-one,6
25363997,NCT00722319,one-to-one,6
25367713,NCT01142726,one-to-one,77
25372086,NCT00913458,one-to-one,64
25378467,NCT01151137,one-to-one,15
25378467,NCT01151137,one-to-one,15
25385345,NCT00133692,one-to-one,12
25423953,NCT00389220,one-to-one,3
25428566,NCT02278289,one-to-one,3
25428566,NCT02278289,one-to-one,3
25429097,NCT00834509,one-to-one,12
25429097,NCT00834509,one-to-one,12
25440795,NCT01538446,one-to-one,3
25443696,NCT00047437,one-to-one,49
25447610,NCT00133692,one-to-one,3
25452300,NCT00059306,one-to-one,0
25452300,NCT00059306,one-to-one,0
25453457,NCT00059306,one-to-one,31
25453457,NCT00059306,one-to-one,31
25455006,NCT00000542,one-to-one,5
25455006,NCT00000542,one-to-one,5
25455006,NCT00000542,one-to-one,5
25455544,NCT00530894,one-to-one,12
25459036,NCT00530894,one-to-one,4
25465324,NCT01057563,one-to-one,0
25465324,NCT01057563,one-to-one,0
25465416,NCT00526474,one-to-one,10
25465416,NCT00526474,one-to-one,10
25465416,NCT00526474,one-to-one,10
25465417,NCT00526474,one-to-one,7
25465417,NCT00526474,one-to-one,7
25465417,NCT00526474,one-to-one,7
25474490,NCT00560859,one-to-one,17
25474490,NCT00560859,one-to-one,17
25480461,NCT00580528,one-to-one,11
25480782,NCT00000560,one-to-one,6
25481378,NCT00849095,one-to-one,3
25490913,NCT00685984,one-to-one,5
25490913,NCT00685984,one-to-one,5
25497513,NCT00716079,one-to-one,15
25497513,NCT00716079,one-to-one,15
25497513,NCT00716079,one-to-one,15
25503550,NCT00716079,one-to-one,21
25503550,NCT00226096,one-to-one,21
25503550,NCT00716079,one-to-one,21
25503550,NCT00226096,one-to-one,21
25503550,NCT00716079,one-to-one,21
25503550,NCT00226096,one-to-one,21
25524339,NCT00530894,one-to-one,27
25526462,NCT00508482,one-to-one,9
25528363,NCT00491036,one-to-one,8
25528363,NCT00491036,one-to-one,8
25531109,NCT00327691,one-to-one,8
25531109,NCT00327691,one-to-one,8
25536218,NCT02212119,one-to-one,1
25538134,NCT00699998,one-to-one,5
25538134,NCT00699998,one-to-one,5
25552564,NCT00638794,one-to-one,8
25554484,NCT00406614,one-to-one,7
25563640,NCT01208025,one-to-one,1
25563640,NCT01208025,one-to-one,1
25565457,NCT00394706,one-to-one,61
25581251,NCT00488137,one-to-one,13
25583157,NCT00153101,one-to-one,19
25583994,NCT00658515,one-to-one,39
25585528,NCT01199939,one-to-one,6
25586156,NCT00530894,one-to-one,6
25589534,NCT00542503,one-to-one,3
25589782,NCT00716079,one-to-one,0
25589782,NCT00226096,one-to-one,0
25589782,NCT00716079,one-to-one,0
25589782,NCT00226096,one-to-one,0
25589782,NCT00716079,one-to-one,0
25589782,NCT00226096,one-to-one,0
25590214,NCT01771042,one-to-one,7
25590214,NCT01771042,one-to-one,7
25595417,NCT00159835,one-to-one,9
25601933,NCT01508754,one-to-one,33
25601933,NCT01508754,one-to-one,33
25601933,NCT01508754,one-to-one,33
25601979,NCT00560859,one-to-one,19
25601979,NCT00560859,one-to-one,19
25614280,NCT00607373,one-to-one,32
25614280,NCT00794664,one-to-one,32
25614280,NCT00794664,one-to-one,32
25614280,NCT00607373,one-to-one,32
25616819,NCT00530894,one-to-one,76
25619410,NCT00696384,one-to-one,2
25631070,NCT01570777,one-to-one,116
25633634,NCT01587183,one-to-one,1
25637294,NCT00491036,one-to-one,4
25637294,NCT00491036,one-to-one,4
25638698,NCT02051621,one-to-one,9
25638698,NCT02051621,one-to-one,9
25642832,NCT00292552,one-to-one,37
25646337,NCT01239693,one-to-one,62
25652389,NCT00000620,one-to-one,7
25652389,NCT00000620,one-to-one,7
25652804,NCT01966250,one-to-one,5
25652804,NCT01966250,one-to-one,5
25657175,NCT00716079,one-to-one,2
25657175,NCT00226096,one-to-one,2
25657175,NCT00716079,one-to-one,2
25657175,NCT00226096,one-to-one,2
25657175,NCT00716079,one-to-one,2
25657175,NCT00226096,one-to-one,2
25660925,NCT00391872,one-to-one,5
25660925,NCT00391872,one-to-one,5
25666468,NCT00000620,one-to-one,8
25666468,NCT00000620,one-to-one,8
25668262,NCT00449865,one-to-one,64
25669177,NCT00560859,one-to-one,21
25669177,NCT00560859,one-to-one,21
25669180,NCT00738179,one-to-one,9
25669180,NCT00738179,one-to-one,9
25669180,NCT00738179,one-to-one,9
25671797,NCT01492725,one-to-one,980
25671797,NCT01492725,one-to-one,980
25671798,NCT01778335,one-to-one,1062
25671798,NCT01778335,one-to-one,1062
25671798,NCT01778335,one-to-one,1062
25677598,NCT00716079,one-to-one,7
25677598,NCT00716079,one-to-one,7
25677598,NCT00716079,one-to-one,7
25678143,NCT00001137,one-to-one,8
25678281,NCT01196819,one-to-one,1
25681464,NCT00526474,one-to-one,16
25681464,NCT00526474,one-to-one,16
25681464,NCT00526474,one-to-one,16
25687353,NCT01644188,one-to-one,92
25689258,NCT00866502,one-to-one,25
25691036,NCT00171821,one-to-one,6
25692257,NCT00491036,one-to-one,10
25692257,NCT00491036,one-to-one,10
25700756,NCT00530894,one-to-one,7
25711274,NCT00979199,one-to-one,53
25711274,NCT00979199,one-to-one,53
25712944,NCT00716079,one-to-one,27
25712944,NCT00226096,one-to-one,27
25712944,NCT00716079,one-to-one,27
25712944,NCT00226096,one-to-one,27
25712944,NCT00716079,one-to-one,27
25712944,NCT00226096,one-to-one,27
25714828,NCT01090362,one-to-one,23
25714828,NCT01090362,one-to-one,23
25720332,NCT00491036,one-to-one,16
25720332,NCT00491036,one-to-one,16
25722378,NCT01116856,one-to-one,7
25722378,NCT01116856,one-to-one,7
25723140,NCT00164736,one-to-one,3
25723529,NCT01130948,one-to-one,7
25724985,NCT01571466,one-to-one,25
25726088,NCT01151189,one-to-one,44
25728723,NCT02148679,one-to-one,7
25728933,NCT00803101,one-to-one,68
25732032,NCT01305785,one-to-one,7
25732032,NCT01305785,one-to-one,7
25739926,NCT02351661,one-to-one,9
25743200,NCT01507662,one-to-one,9
25755288,NCT00145119,one-to-one,0
25755288,NCT00145119,one-to-one,0
25766045,NCT01028742,one-to-one,6
25766640,NCT01060098,one-to-one,14
25767256,NCT00811954,one-to-one,25
25771069,NCT00794885,one-to-one,156
25773919,NCT01174550,one-to-one,265
25773919,NCT01174550,one-to-one,265
25782757,NCT00292552,one-to-one,19
25784519,NCT02122484,one-to-one,2
25784519,NCT02122484,one-to-one,2
25788231,NCT00530894,one-to-one,133
25788234,NCT00530894,one-to-one,233
25792124,NCT00526474,one-to-one,16
25792124,NCT00526474,one-to-one,16
25792124,NCT00526474,one-to-one,16
25795432,NCT01106677,one-to-one,5
25801761,NCT00810732,one-to-one,5
25801872,NCT00716079,one-to-one,10
25801872,NCT00716079,one-to-one,10
25801872,NCT00716079,one-to-one,10
25802345,NCT00717730,one-to-one,11
25805645,NCT00914095,one-to-one,16
25805645,NCT00914095,one-to-one,16
25805647,NCT00935077,one-to-one,33
25809913,NCT01505777,one-to-one,7
25811889,NCT00560859,one-to-one,15
25811889,NCT00560859,one-to-one,15
25813214,NCT01081834,one-to-one,27
25813214,NCT01106677,one-to-one,27
25813214,NCT01106625,one-to-one,27
25813214,NCT01106690,one-to-one,27
25818495,NCT00391872,one-to-one,1
25818495,NCT00391872,one-to-one,1
25823544,NCT00716079,one-to-one,4
25823544,NCT00226096,one-to-one,4
25823544,NCT00716079,one-to-one,4
25823544,NCT00226096,one-to-one,4
25823544,NCT00716079,one-to-one,4
25823544,NCT00226096,one-to-one,4
25825629,NCT02072876,one-to-one,1
25825629,NCT02072876,one-to-one,1
25832034,NCT00530894,one-to-one,28
25833980,NCT00970866,one-to-one,58
25835002,NCT00133692,one-to-one,2
25835440,NCT00327691,one-to-one,15
25835440,NCT00327691,one-to-one,15
25861459,NCT00962832,one-to-one,31
25863804,NCT01057563,one-to-one,4
25863804,NCT01057563,one-to-one,4
25882376,NCT01657461,one-to-one,869
25882376,NCT01657461,one-to-one,869
25882376,NCT01657461,one-to-one,869
25885436,NCT00542503,one-to-one,5
25887312,NCT01141166,one-to-one,4
25887355,NCT00000620,one-to-one,34
25887355,NCT00000620,one-to-one,34
25887433,NCT01558765,one-to-one,1
25901047,NCT00047437,one-to-one,5
25904376,NCT00811954,one-to-one,48
25906754,NCT01154478,one-to-one,19
25908682,NCT00458393,one-to-one,60
25915102,NCT01405976,one-to-one,22
25915102,NCT01405976,one-to-one,22
25915102,NCT01405976,one-to-one,22
25926413,NCT01239693,one-to-one,49
