"nct_id","pmid","reference_type"
"NCT00629382",19531784,"one-to-one"
"NCT00623818",28850360,"one-to-one"
"NCT00627341",24488838,"one-to-one"
"NCT00627341",20570701,"one-to-one"
"NCT00628277",21778256,"one-to-one"
"NCT00628277",19433757,"one-to-one"
"NCT00628355",26628263,"one-to-one"
"NCT00623740",29348196,"one-to-one"
"NCT00623740",28384828,"one-to-one"
"NCT00623740",26916176,"one-to-one"
"NCT00620152",27492865,"one-to-one"
"NCT00626236",22372512,"one-to-one"
"NCT00625248",21927046,"one-to-one"
"NCT00625248",21785475,"one-to-one"
"NCT00629213",19156626,"one-to-one"
"NCT00628589",29163985,"one-to-one"
"NCT00628589",21200077,"one-to-one"
"NCT00627549",26420345,"one-to-one"
"NCT00627549",24866279,"one-to-one"
"NCT00627549",24118844,"one-to-one"
"NCT00621998",20441726,"one-to-one"
"NCT00628342",25478944,"one-to-one"
"NCT00624000",19277904,"one-to-one"
"NCT00626977",18553032,"one-to-one"
"NCT00626106",23414585,"one-to-one"
"NCT00626912",24849854,"one-to-one"
"NCT00622973",23916692,"one-to-one"
"NCT00622973",23084842,"one-to-one"
"NCT00627783",21269454,"one-to-one"
"NCT00621777",28414583,"one-to-one"
"NCT00621777",27046320,"one-to-one"
"NCT00621777",24399553,"one-to-one"
"NCT00626288",25533646,"one-to-one"
"NCT00624780",24351233,"one-to-one"
"NCT00627263",20028832,"one-to-one"
"NCT00621660",21448267,"one-to-one"
"NCT00624858",24171147,"one-to-one"
"NCT02878772",28691141,"one-to-one"
"NCT02874950",28939263,"one-to-one"
"NCT02870764",29262859,"one-to-one"
"NCT02874911",28365204,"one-to-one"
"NCT02871908",28057659,"one-to-one"
"NCT02875717",28702844,"one-to-one"
"NCT02870283",28832750,"one-to-one"
"NCT02877108",30548977,"one-to-one"
"NCT02311985",28241780,"one-to-one"
"NCT02315001",25848859,"one-to-one"
"NCT02313649",29730602,"one-to-one"
"NCT02317861",29868853,"one-to-one"
"NCT02313961",26350480,"one-to-one"
"NCT02314494",30866879,"one-to-one"
"NCT02314494",28882926,"one-to-one"
"NCT02318355",26496098,"one-to-one"
"NCT02318199",30024979,"one-to-one"
"NCT02318199",25900467,"one-to-one"
"NCT02315677",28078544,"one-to-one"
"NCT02310438",28643570,"one-to-one"
"NCT02310568",29721364,"one-to-one"
"NCT02315807",26420269,"one-to-one"
"NCT02316873",26407242,"one-to-one"
"NCT02316990",29499622,"one-to-one"
"NCT02319798",26501125,"one-to-one"
"NCT02313415",29996892,"one-to-one"
"NCT02311231",28844201,"one-to-one"
"NCT02313519",25894405,"one-to-one"
"NCT02319278",28986407,"one-to-one"
"NCT02319278",28642288,"one-to-one"
"NCT02319278",27465647,"one-to-one"
"NCT02312882",27699252,"one-to-one"
"NCT02317029",29421020,"one-to-one"
"NCT02317029",28275066,"one-to-one"
"NCT02310256",28592294,"one-to-one"
"NCT02310256",28285932,"one-to-one"
"NCT02312505",26612072,"one-to-one"
"NCT02316587",29222121,"one-to-one"
"NCT02314780",30354231,"one-to-one"
"NCT01174901",28197843,"one-to-one"
"NCT01174485",22539589,"one-to-one"
"NCT01171404",30588886,"one-to-one"
"NCT01171404",27885830,"one-to-one"
"NCT01171404",27504002,"one-to-one"
"NCT01171404",27127635,"one-to-one"
"NCT01171404",26853249,"one-to-one"
"NCT01171404",25374386,"one-to-one"
"NCT01171404",25301783,"one-to-one"
"NCT01171404",23237128,"one-to-one"
"NCT01173666",22495466,"one-to-one"
"NCT01172132",27783381,"one-to-one"
"NCT01173822",23176311,"one-to-one"
"NCT01175265",21474911,"one-to-one"
"NCT01174576",21346100,"one-to-one"
"NCT01174693",26763917,"one-to-one"
"NCT01170390",25070547,"one-to-one"
"NCT01179022",24770443,"one-to-one"
"NCT01179243",29047411,"one-to-one"
"NCT01179243",25126880,"one-to-one"
"NCT01172483",23399032,"one-to-one"
"NCT01176409",23946220,"one-to-one"
"NCT01179828",28850362,"one-to-one"
"NCT01179828",26376691,"one-to-one"
"NCT01171339",30055583,"one-to-one"
"NCT01171339",29478012,"one-to-one"
"NCT01172652",24345758,"one-to-one"
"NCT01178034",26710337,"one-to-one"
"NCT01175395",25376617,"one-to-one"
"NCT01171846",28010994,"one-to-one"
"NCT01175681",22107759,"one-to-one"
"NCT01176448",22268699,"one-to-one"
"NCT01176734",24996510,"one-to-one"
"NCT01172301",24423745,"one-to-one"
"NCT01177228",26893500,"one-to-one"
"NCT01177228",25996351,"one-to-one"
"NCT01170780",22961516,"one-to-one"
"NCT01175018",25482680,"one-to-one"
"NCT01175018",25121719,"one-to-one"
"NCT01175018",24467979,"one-to-one"
"NCT01175005",23023470,"one-to-one"
"NCT01170065",28993537,"one-to-one"
"NCT01173367",23102531,"one-to-one"
"NCT01173367",22420838,"one-to-one"
"NCT01174056",29414995,"one-to-one"
"NCT01173601",27685842,"one-to-one"
"NCT01173601",27035159,"one-to-one"
"NCT01179516",26035186,"one-to-one"
"NCT01179672",25939897,"one-to-one"
"NCT01174173",26401256,"one-to-one"
"NCT01171976",26453639,"one-to-one"
"NCT01176968",24780614,"one-to-one"
"NCT01171807",23714676,"one-to-one"
"NCT01178892",29165623,"one-to-one"
"NCT01178892",26691637,"one-to-one"
"NCT01178892",26241433,"one-to-one"
"NCT01178892",24045673,"one-to-one"
"NCT01178892",23982113,"one-to-one"
"NCT01178892",23899828,"one-to-one"
"NCT01178892",23760428,"one-to-one"
"NCT01178892",23462342,"one-to-one"
"NCT01179776",22951358,"one-to-one"
"NCT01179347",25819269,"one-to-one"
"NCT01177124",27720794,"one-to-one"
"NCT01177124",27247219,"one-to-one"
"NCT01177124",24943918,"one-to-one"
"NCT01173809",25460855,"one-to-one"
"NCT01172093",20705796,"one-to-one"
"NCT01173796",21955215,"one-to-one"
"NCT01171209",25877635,"one-to-one"
"NCT01179802",23253265,"one-to-one"
"NCT01171586",24670075,"one-to-one"
"NCT01171586",24200517,"one-to-one"
"NCT01171040",28064152,"one-to-one"
"NCT01171040",23892385,"one-to-one"
"NCT01171040",23703107,"one-to-one"
"NCT01172171",24495883,"one-to-one"
"NCT01171378",25775024,"one-to-one"
"NCT01174550",30819356,"one-to-one"
"NCT01174550",30712364,"one-to-one"
"NCT01174550",30678753,"one-to-one"
"NCT01174550",29550314,"one-to-one"
"NCT01174550",29322167,"one-to-one"
"NCT01174550",29178815,"one-to-one"
"NCT01174550",29089344,"one-to-one"
"NCT01174550",28965093,"one-to-one"
"NCT01174550",28847895,"one-to-one"
"NCT01174550",28838846,"one-to-one"
"NCT01174550",28389572,"one-to-one"
"NCT01174550",28199464,"one-to-one"
"NCT01174550",27733347,"one-to-one"
"NCT01174550",27214597,"one-to-one"
"NCT01174550",27143676,"one-to-one"
"NCT01174550",25773919,"one-to-one"
"NCT01174550",24890527,"one-to-one"
"NCT01179191",27782769,"one-to-one"
"NCT01179191",26185466,"one-to-one"
"NCT01179919",21930881,"one-to-one"
"NCT01177969",25526831,"one-to-one"
"NCT01177137",25319676,"one-to-one"
"NCT01178385",23357440,"one-to-one"
"NCT01177111",30611255,"one-to-one"
"NCT01177111",29859084,"one-to-one"
"NCT01177111",28428183,"one-to-one"
"NCT01176565",30421455,"one-to-one"
"NCT01176565",30418098,"one-to-one"
"NCT01176565",29789395,"one-to-one"
"NCT01176565",29710119,"one-to-one"
"NCT01176565",28701501,"one-to-one"
"NCT01176565",28628707,"one-to-one"
"NCT01176565",27276234,"one-to-one"
"NCT01176565",23647568,"one-to-one"
"NCT01176565",23230457,"one-to-one"
"NCT01176565",22989898,"one-to-one"
"NCT01275807",27022113,"one-to-one"
"NCT01274819",30811475,"one-to-one"
"NCT01274819",29801516,"one-to-one"
"NCT01274819",26895652,"one-to-one"
"NCT01273181",23861247,"one-to-one"
"NCT01273181",23377668,"one-to-one"
"NCT01274793",24143917,"one-to-one"
"NCT01270490",24669841,"one-to-one"
"NCT01276522",23087179,"one-to-one"
"NCT01276626",28483500,"one-to-one"
"NCT01275469",23703580,"one-to-one"
"NCT01275469",21816979,"one-to-one"
"NCT01272232",28462892,"one-to-one"
"NCT01272232",27817208,"one-to-one"
"NCT01272232",27804269,"one-to-one"
"NCT01272232",26284720,"one-to-one"
"NCT01272336",28972191,"one-to-one"
"NCT01272349",24285617,"one-to-one"
"NCT01271777",23715754,"one-to-one"
"NCT01271777",23703580,"one-to-one"
"NCT01273337",30586746,"one-to-one"
"NCT01279668",24461900,"one-to-one"
"NCT01275976",21988742,"one-to-one"
"NCT01278472",26583659,"one-to-one"
"NCT01272713",26002889,"one-to-one"
"NCT01272713",22424003,"one-to-one"
"NCT01277315",26444282,"one-to-one"
"NCT01271088",25073872,"one-to-one"
"NCT01275092",23500318,"one-to-one"
"NCT01274507",27978840,"one-to-one"
"NCT01271361",23979567,"one-to-one"
"NCT01271361",23778184,"one-to-one"
"NCT01271361",22971949,"one-to-one"
"NCT01275365",29532075,"one-to-one"
"NCT01275365",29188864,"one-to-one"
"NCT01273493",29177975,"one-to-one"
"NCT01272531",27150464,"one-to-one"
"NCT01278524",25398099,"one-to-one"
"NCT01279265",30177353,"one-to-one"
"NCT01277224",28939688,"one-to-one"
"NCT01277224",25491026,"one-to-one"
"NCT01277224",22410389,"one-to-one"
"NCT01279109",25874878,"one-to-one"
"NCT01278563",24552366,"one-to-one"
"NCT01275521",29383480,"one-to-one"
"NCT01278953",26260733,"one-to-one"
"NCT01271153",23067578,"one-to-one"
"NCT01274754",28816833,"one-to-one"
"NCT01274520",25521639,"one-to-one"
"NCT01277809",23249431,"one-to-one"
"NCT01278992",25268730,"one-to-one"
"NCT01270828",27753650,"one-to-one"
"NCT01270867",29089415,"one-to-one"
"NCT01270867",24876082,"one-to-one"
"NCT01270867",22932714,"one-to-one"
"NCT01272219",28237263,"one-to-one"
"NCT01272219",27817208,"one-to-one"
"NCT01272219",27804269,"one-to-one"
"NCT01272219",26132939,"one-to-one"
"NCT01273779",26010687,"one-to-one"
"NCT01277302",30621653,"one-to-one"
"NCT01275313",30094810,"one-to-one"
"NCT01274000",28205278,"one-to-one"
"NCT01271751",23703580,"one-to-one"
"NCT01271751",21816979,"one-to-one"
"NCT01270841",25044085,"one-to-one"
"NCT01272635",26575060,"one-to-one"
"NCT01270347",26935334,"one-to-one"
"NCT01273480",25100135,"one-to-one"
"NCT01275378",25802346,"one-to-one"
"NCT01274676",21982309,"one-to-one"
"NCT01271309",23761401,"one-to-one"
"NCT01278641",27602228,"one-to-one"
"NCT01270139",28644056,"one-to-one"
"NCT01270139",25864858,"one-to-one"
"NCT01274117",30687164,"one-to-one"
"NCT01274117",25973421,"one-to-one"
"NCT01271218",21689421,"one-to-one"
"NCT01270672",29912955,"one-to-one"
"NCT01270672",22700038,"one-to-one"
"NCT01279161",25214838,"one-to-one"
"NCT00054925",26991814,"one-to-one"
"NCT00054925",23813320,"one-to-one"
"NCT00054925",23375209,"one-to-one"
"NCT00054925",23113944,"one-to-one"
"NCT00054925",22907176,"one-to-one"
"NCT00054925",22117658,"one-to-one"
"NCT00054925",20663751,"one-to-one"
"NCT00054925",18334689,"one-to-one"
"NCT00054925",18244892,"one-to-one"
"NCT00052078",29960692,"one-to-one"
"NCT00052078",30906874,"one-to-one"
"NCT00052078",28956620,"one-to-one"
"NCT00052078",28735699,"one-to-one"
"NCT00052078",25721183,"one-to-one"
"NCT00052078",24610431,"one-to-one"
"NCT00052078",24565357,"one-to-one"
"NCT00052078",24477837,"one-to-one"
"NCT00052078",24129543,"one-to-one"
"NCT00052078",20051130,"one-to-one"
"NCT00052078",18974308,"one-to-one"
"NCT00057135",19933540,"one-to-one"
"NCT00056212",16365466,"one-to-one"
"NCT00050778",27000249,"one-to-one"
"NCT00050778",24170099,"one-to-one"
"NCT00050778",21960587,"one-to-one"
"NCT00050778",21397567,"one-to-one"
"NCT00050778",18946064,"one-to-one"
"NCT00056368",17568028,"one-to-one"
"NCT00050557",23800483,"one-to-one"
"NCT00050557",19736358,"one-to-one"
"NCT00057577",25142196,"one-to-one"
"NCT00055575",23364679,"one-to-one"
"NCT00058968",17327338,"one-to-one"
"NCT00050206",28922591,"one-to-one"
"NCT00050206",19210948,"one-to-one"
"NCT00050206",17898346,"one-to-one"
"NCT00051363",28899524,"one-to-one"
"NCT00051363",23204602,"one-to-one"
"NCT00058890",17058231,"one-to-one"
"NCT00058682",22026929,"one-to-one"
"NCT00058682",21961941,"one-to-one"
"NCT00051376",16391217,"one-to-one"
"NCT00054704",28338546,"one-to-one"
"NCT01445171",28453629,"one-to-one"
"NCT01445171",25218544,"one-to-one"
"NCT01445171",23058665,"one-to-one"
"NCT01447238",25634486,"one-to-one"
"NCT01449032",29333165,"one-to-one"
"NCT01449734",23417207,"one-to-one"
"NCT01444885",24934484,"one-to-one"
"NCT01441830",29157224,"one-to-one"
"NCT01441830",28586628,"one-to-one"
"NCT01441830",26361756,"one-to-one"
"NCT01448785",29333595,"one-to-one"
"NCT01448785",28164463,"one-to-one"
"NCT01448785",28013450,"one-to-one"
"NCT01444417",27103127,"one-to-one"
"NCT01449708",24554545,"one-to-one"
"NCT01443494",25887027,"one-to-one"
"NCT01446406",23883891,"one-to-one"
"NCT01449292",25837041,"one-to-one"
"NCT01448109",29347874,"one-to-one"
"NCT01448564",23663518,"one-to-one"
"NCT01445925",25588685,"one-to-one"
"NCT01447862",28175295,"one-to-one"
"NCT01441635",28579415,"one-to-one"
"NCT01441635",27733082,"one-to-one"
"NCT01441596",26596672,"one-to-one"
"NCT01448980",25143717,"one-to-one"
"NCT01448135",27161892,"one-to-one"
"NCT01449799",27128837,"one-to-one"
"NCT01441622",26922498,"one-to-one"
"NCT01447537",27011355,"one-to-one"
"NCT01440062",22316314,"one-to-one"
"NCT01441544",27090231,"one-to-one"
"NCT01449955",23376868,"one-to-one"
"NCT01443403",28371937,"one-to-one"
"NCT01441440",26513202,"one-to-one"
"NCT01447654",26661322,"one-to-one"
"NCT01447654",25533774,"one-to-one"
"NCT01442142",24459240,"one-to-one"
"NCT01440257",23986513,"one-to-one"
"NCT01449448",23177167,"one-to-one"
"NCT01443104",30170848,"one-to-one"
"NCT01443104",26979080,"one-to-one"
"NCT01443104",26823484,"one-to-one"
"NCT01443104",26043895,"one-to-one"
"NCT01443104",25825008,"one-to-one"
"NCT01443104",25189359,"one-to-one"
"NCT01443104",25173535,"one-to-one"
"NCT01447966",24657310,"one-to-one"
"NCT01442376",26795844,"one-to-one"
"NCT01440101",28104251,"one-to-one"
"NCT01440101",28078634,"one-to-one"
"NCT01440868",23497495,"one-to-one"
"NCT01447433",23297844,"one-to-one"
"NCT01448252",23272061,"one-to-one"
"NCT01443910",25894275,"one-to-one"
"NCT01444326",27052530,"one-to-one"
"NCT01444326",25332474,"one-to-one"
"NCT01449643",23651130,"one-to-one"
"NCT01442753",28207680,"one-to-one"
"NCT01442753",23253201,"one-to-one"
"NCT01447524",22318758,"one-to-one"
"NCT01447095",25414173,"one-to-one"
"NCT01447095",24929796,"one-to-one"
"NCT01447095",22747768,"one-to-one"
"NCT01442038",26555329,"one-to-one"
"NCT01442038",26474810,"one-to-one"
"NCT01442038",24268208,"one-to-one"
"NCT01445548",25525171,"one-to-one"
"NCT03429699",29490648,"one-to-one"
"NCT03425175",30400860,"one-to-one"
"NCT03422185",29982267,"one-to-one"
"NCT03428503",30100336,"one-to-one"
"NCT03422380",30321282,"one-to-one"
"NCT02471885",26807534,"one-to-one"
"NCT02474524",27604363,"one-to-one"
"NCT02475408",28566292,"one-to-one"
"NCT02477371",30497559,"one-to-one"
"NCT02472184",28796688,"one-to-one"
"NCT02472821",26475373,"one-to-one"
"NCT02470624",28683732,"one-to-one"
"NCT02471053",27965861,"one-to-one"
"NCT02478047",27821107,"one-to-one"
"NCT02473718",26291900,"one-to-one"
"NCT02476578",29301522,"one-to-one"
"NCT02477098",29426287,"one-to-one"
"NCT02477098",26652009,"one-to-one"
"NCT02479074",29508715,"one-to-one"
"NCT02479685",27128776,"one-to-one"
"NCT02479529",28120005,"one-to-one"
"NCT02472418",29158678,"one-to-one"
"NCT02476136",29659102,"one-to-one"
"NCT02474277",29216838,"one-to-one"
"NCT00788554",22430907,"one-to-one"
"NCT00788554",20395851,"one-to-one"
"NCT00783159",23134737,"one-to-one"
"NCT00783159",22056537,"one-to-one"
"NCT00785473",28376767,"one-to-one"
"NCT00785473",27325604,"one-to-one"
"NCT00785473",22354743,"one-to-one"
"NCT00785473",21400196,"one-to-one"
"NCT00787150",21670542,"one-to-one"
"NCT00786877",25511324,"one-to-one"
"NCT00781066",30514326,"one-to-one"
"NCT00781066",29945633,"one-to-one"
"NCT00789243",21990263,"one-to-one"
"NCT00789243",21083644,"one-to-one"
"NCT00789204",21162726,"one-to-one"
"NCT00788749",21676042,"one-to-one"
"NCT00788749",21357906,"one-to-one"
"NCT00788034",29081307,"one-to-one"
"NCT00789620",22907609,"one-to-one"
"NCT00781495",24065152,"one-to-one"
"NCT00786526",27492005,"one-to-one"
"NCT00786526",23641946,"one-to-one"
"NCT00789451",21083644,"one-to-one"
"NCT00782288",28006108,"one-to-one"
"NCT00780520",19173710,"one-to-one"
"NCT00781131",24668315,"one-to-one"
"NCT00781872",20937945,"one-to-one"
"NCT00780624",24039148,"one-to-one"
"NCT00786513",25453872,"one-to-one"
"NCT00784316",21135293,"one-to-one"
"NCT00784576",21037128,"one-to-one"
"NCT00784576",20624517,"one-to-one"
"NCT00782210",30077810,"one-to-one"
"NCT00782210",24966672,"one-to-one"
"NCT00787917",26302738,"one-to-one"
"NCT00782509",30077810,"one-to-one"
"NCT00782509",24966672,"one-to-one"
"NCT00788359",25911223,"one-to-one"
"NCT00789828",30053159,"one-to-one"
"NCT00789828",29023494,"one-to-one"
"NCT00789828",27351628,"one-to-one"
"NCT00789828",26858193,"one-to-one"
"NCT00789828",25682485,"one-to-one"
"NCT00789828",25456370,"one-to-one"
"NCT00789828",24729041,"one-to-one"
"NCT00789828",23733802,"one-to-one"
"NCT00789828",23158522,"one-to-one"
"NCT00781040",21880642,"one-to-one"
"NCT00780468",24411753,"one-to-one"
"NCT00780468",23121787,"one-to-one"
"NCT00781118",30842028,"one-to-one"
"NCT00781118",27436882,"one-to-one"
"NCT00781118",25066555,"one-to-one"
"NCT00781859",26068086,"one-to-one"
"NCT00781859",23033391,"one-to-one"
"NCT00781859",22894573,"one-to-one"
"NCT00781859",22879421,"one-to-one"
"NCT00785954",24796339,"one-to-one"
"NCT00784550",22040533,"one-to-one"
"NCT00789685",24503265,"one-to-one"
"NCT00783081",21612611,"one-to-one"
"NCT00781742",24126931,"one-to-one"
"NCT00786201",26493793,"one-to-one"
"NCT00780312",25229260,"one-to-one"
"NCT00789724",25482680,"one-to-one"
"NCT00781937",23812094,"one-to-one"
"NCT00783718",30285104,"one-to-one"
"NCT00783718",30203005,"one-to-one"
"NCT00783718",29857145,"one-to-one"
"NCT00783718",27802155,"one-to-one"
"NCT00783718",27639327,"one-to-one"
"NCT00783718",26893500,"one-to-one"
"NCT00783718",25996351,"one-to-one"
"NCT00783718",23964932,"one-to-one"
"NCT00787709",27477059,"one-to-one"
"NCT00787709",23739725,"one-to-one"
"NCT00787709",23345012,"one-to-one"
"NCT00787709",22408581,"one-to-one"
"NCT00787202",30476584,"one-to-one"
"NCT00787202",26376350,"one-to-one"
"NCT00787202",25651782,"one-to-one"
"NCT00787202",22894574,"one-to-one"
"NCT00788151",22863660,"one-to-one"
"NCT00788710",22738802,"one-to-one"
"NCT00784277",21494892,"one-to-one"
"NCT00784004",24782549,"one-to-one"
"NCT00786474",27280017,"one-to-one"
"NCT00786474",26095867,"one-to-one"
"NCT00786474",22244711,"one-to-one"
"NCT00786864",19463080,"one-to-one"
"NCT00781391",30586727,"one-to-one"
"NCT00781391",29967197,"one-to-one"
"NCT00781391",29748353,"one-to-one"
"NCT00781391",28862934,"one-to-one"
"NCT00781391",28666993,"one-to-one"
"NCT00781391",28302288,"one-to-one"
"NCT00781391",28077507,"one-to-one"
"NCT00781391",27706467,"one-to-one"
"NCT00781391",27609678,"one-to-one"
"NCT00781391",27402235,"one-to-one"
"NCT00781391",27387994,"one-to-one"
"NCT00781391",27358434,"one-to-one"
"NCT00781391",27207971,"one-to-one"
"NCT00781391",26908401,"one-to-one"
"NCT00781391",25769361,"one-to-one"
"NCT00781391",25769357,"one-to-one"
"NCT00781391",25104527,"one-to-one"
"NCT00781391",24947287,"one-to-one"
"NCT00781391",24302269,"one-to-one"
"NCT00781391",24251359,"one-to-one"
"NCT00781391",22398655,"one-to-one"
"NCT00781391",20934556,"one-to-one"
"NCT00789230",29459021,"one-to-one"
"NCT00782925",23181446,"one-to-one"
"NCT00782366",21964170,"one-to-one"
"NCT00785499",26903408,"one-to-one"
"NCT00785499",23077192,"one-to-one"
"NCT00785499",22437560,"one-to-one"
"NCT00781404",25449504,"one-to-one"
"NCT00781352",19192300,"one-to-one"
"NCT00784134",28887375,"one-to-one"
"NCT00784134",28081952,"one-to-one"
"NCT00784134",26243227,"one-to-one"
"NCT00787995",21877895,"one-to-one"
"NCT00787800",24928948,"one-to-one"
"NCT02334254",26003433,"one-to-one"
"NCT02336841",25885697,"one-to-one"
"NCT02337010",26041437,"one-to-one"
"NCT02335723",27931259,"one-to-one"
"NCT02336867",26674505,"one-to-one"
"NCT02339441",29306872,"one-to-one"
"NCT02339441",28188239,"one-to-one"
"NCT02333071",28189361,"one-to-one"
"NCT02333123",30325305,"one-to-one"
"NCT02333123",26554558,"one-to-one"
"NCT02333461",26246845,"one-to-one"
"NCT02336880",27456689,"one-to-one"
"NCT02330471",26796660,"one-to-one"
"NCT02335437",30261303,"one-to-one"
"NCT02330588",25831265,"one-to-one"
"NCT02334657",26916565,"one-to-one"
"NCT02334657",26130053,"one-to-one"
"NCT02333968",25986294,"one-to-one"
"NCT02338960",28189361,"one-to-one"
"NCT02339805",26883583,"one-to-one"
"NCT02338843",30144016,"one-to-one"
"NCT02338843",28528561,"one-to-one"
"NCT02338843",26931475,"one-to-one"
"NCT02338908",27720812,"one-to-one"
"NCT02338271",29141662,"one-to-one"
"NCT00305240",18992649,"one-to-one"
"NCT00302640",16829296,"one-to-one"
"NCT00307658",18163506,"one-to-one"
"NCT00303004",20202971,"one-to-one"
"NCT00308724",25497362,"one-to-one"
"NCT00308724",19351943,"one-to-one"
"NCT00300378",26709542,"one-to-one"
"NCT00300378",26644956,"one-to-one"
"NCT00300378",25758058,"one-to-one"
"NCT00300378",24571916,"one-to-one"
"NCT00305097",24728416,"one-to-one"
"NCT00305097",23078574,"one-to-one"
"NCT00305097",21914162,"one-to-one"
"NCT00303355",17060544,"one-to-one"
"NCT00301197",17925518,"one-to-one"
"NCT00305045",29701939,"one-to-one"
"NCT00305045",21736507,"one-to-one"
"NCT00305370",19877980,"one-to-one"
"NCT00303979",23380000,"one-to-one"
"NCT00303979",23130114,"one-to-one"
"NCT00303979",22973678,"one-to-one"
"NCT00303979",21464053,"one-to-one"
"NCT00303979",21111983,"one-to-one"
"NCT00303979",20660805,"one-to-one"
"NCT00303979",20634483,"one-to-one"
"NCT00303979",20362723,"one-to-one"
"NCT00303979",19959119,"one-to-one"
"NCT00303979",19958862,"one-to-one"
"NCT00300716",20483885,"one-to-one"
"NCT00309699",20565430,"one-to-one"
"NCT00307788",20075014,"one-to-one"
"NCT00306449",17356531,"one-to-one"
"NCT00308958",17890465,"one-to-one"
"NCT00307684",21798108,"one-to-one"
"NCT00302419",19744615,"one-to-one"
"NCT00302419",17476008,"one-to-one"
"NCT00307619",17915969,"one-to-one"
"NCT00301938",23443507,"one-to-one"
"NCT00309088",21784757,"one-to-one"
"NCT00300053",23137499,"one-to-one"
"NCT00300053",21737787,"one-to-one"
"NCT00309296",22123795,"one-to-one"
"NCT00303446",24876969,"one-to-one"
"NCT00303446",21216197,"one-to-one"
"NCT00306228",20716757,"one-to-one"
"NCT00300222",21087403,"one-to-one"
"NCT00303602",20840778,"one-to-one"
"NCT00309374",18433844,"one-to-one"
"NCT00305500",18090508,"one-to-one"
"NCT00303472",20008626,"one-to-one"
"NCT00305162",29632238,"one-to-one"
"NCT00305162",28988157,"one-to-one"
"NCT00305162",28382371,"one-to-one"
"NCT00305162",27902833,"one-to-one"
"NCT00305162",22305835,"one-to-one"
"NCT00305162",19915221,"one-to-one"
"NCT00300248",28918401,"one-to-one"
"NCT00300248",25478681,"one-to-one"
"NCT00300248",22491953,"one-to-one"
"NCT00300248",18641112,"one-to-one"
"NCT00309686",20947174,"one-to-one"
"NCT00307801",21784734,"one-to-one"
"NCT00300768",24968000,"one-to-one"
"NCT00301223",28072797,"one-to-one"
"NCT00301223",27611736,"one-to-one"
"NCT00308997",23485015,"one-to-one"
"NCT00307138",19698859,"one-to-one"
"NCT00306683",27603903,"one-to-one"
"NCT00306488",20926818,"one-to-one"
"NCT00306488",20574018,"one-to-one"
"NCT00309842",19706886,"one-to-one"
"NCT00309842",18997171,"one-to-one"
"NCT00306839",22395092,"one-to-one"
"NCT01021774",28489253,"one-to-one"
"NCT01023594",27040594,"one-to-one"
"NCT01023789",30286520,"one-to-one"
"NCT01023789",29699614,"one-to-one"
"NCT01023789",26585622,"one-to-one"
"NCT01023789",24769555,"one-to-one"
"NCT01023789",24746650,"one-to-one"
"NCT01023789",23866188,"one-to-one"
"NCT01023789",23517836,"one-to-one"
"NCT01022580",29627188,"one-to-one"
"NCT01022580",28100402,"one-to-one"
"NCT01022580",27583380,"one-to-one"
"NCT01022580",26500107,"one-to-one"
"NCT01026064",23629714,"one-to-one"
"NCT01027715",26482675,"one-to-one"
"NCT01027429",27988146,"one-to-one"
"NCT01027429",23945571,"one-to-one"
"NCT01024972",25344064,"one-to-one"
"NCT01029834",25049340,"one-to-one"
"NCT01029834",22987879,"one-to-one"
"NCT01022411",21795429,"one-to-one"
"NCT01024985",23892551,"one-to-one"
"NCT01024985",22589446,"one-to-one"
"NCT01028287",24159603,"one-to-one"
"NCT01023932",21860975,"one-to-one"
"NCT01029561",28513068,"one-to-one"
"NCT01029561",26350474,"one-to-one"
"NCT01020175",20117965,"one-to-one"
"NCT01026935",22362035,"one-to-one"
"NCT01020825",22706128,"one-to-one"
"NCT01029080",23036135,"one-to-one"
"NCT01027390",25816746,"one-to-one"
"NCT01027390",20687940,"one-to-one"
"NCT01022775",25185788,"one-to-one"
"NCT01022775",21623001,"one-to-one"
"NCT01027572",26745476,"one-to-one"
"NCT01020058",26079901,"one-to-one"
"NCT01020058",23572220,"one-to-one"
"NCT01027455",22824858,"one-to-one"
"NCT01022242",25340801,"one-to-one"
"NCT01023763",29739393,"one-to-one"
"NCT01023763",28927372,"one-to-one"
"NCT01028833",28688787,"one-to-one"
"NCT01025960",25037727,"one-to-one"
"NCT01029782",29914924,"one-to-one"
"NCT01023555",25764096,"one-to-one"
"NCT01029210",23312922,"one-to-one"
"NCT01022684",21719129,"one-to-one"
"NCT01025752",28384682,"one-to-one"
"NCT01025752",26879051,"one-to-one"
"NCT01029964",22433615,"one-to-one"
"NCT01021319",21978972,"one-to-one"
"NCT01025414",21439962,"one-to-one"
"NCT01026857",21929562,"one-to-one"
"NCT01024816",25127084,"one-to-one"
"NCT01020617",23510724,"one-to-one"
"NCT01020617",23462537,"one-to-one"
"NCT01020617",22695039,"one-to-one"
"NCT01027273",25248910,"one-to-one"
"NCT01020500",25856546,"one-to-one"
"NCT01020500",23794582,"one-to-one"
"NCT01020500",23512837,"one-to-one"
"NCT01028989",25527677,"one-to-one"
"NCT01021696",27524403,"one-to-one"
"NCT01021696",27247487,"one-to-one"
"NCT01021696",24806873,"one-to-one"
"NCT01021696",23611363,"one-to-one"
"NCT01021696",21765198,"one-to-one"
"NCT01028898",23840124,"one-to-one"
"NCT01021306",25478142,"one-to-one"
